region,cell_type,run,experiment,gene_encoder,attention,loss_ptau,pca_components,avg_f1,avg_mse,avg_mae,dropout,weight_decay,lr,lambda_entropy,error
V2,Astrocytes,geFalse_attnTrue_huber_pca2_baseline,baseline,False,True,huber,2,0.4395833333333333,0.026421894220269238,0.1309121672141676,0.2,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_higher_dropout,higher_dropout,False,True,huber,2,0.2892361111111111,0.03354943748860119,0.13751187939972925,0.4,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_highest_dropout,highest_dropout,False,True,huber,2,0.24861111111111112,0.04536293619165423,0.15063847162916014,0.5,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_higher_weight_decay,higher_weight_decay,False,True,huber,2,0.2989583333333333,0.059161525966001854,0.18254148525496322,0.2,0.5,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_highest_weight_decay,highest_weight_decay,False,True,huber,2,0.31875,0.11952934670096599,0.2585320161112274,0.2,1.0,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_lower_lr,lower_lr,False,True,huber,2,0.19583333333333333,0.18348197974902652,0.32042901966876036,0.2,0.1,0.0005,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_lowest_lr,lowest_lr,False,True,huber,2,0.15,0.17089137638709184,0.33392617847615236,0.2,0.1,0.0001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_higher_lambda_entropy,higher_lambda_entropy,False,True,huber,2,0.36458333333333337,0.0863097327032766,0.19434170490906882,0.2,0.1,0.001,0.01,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_highest_lambda_entropy,highest_lambda_entropy,False,True,huber,2,0.41874999999999996,0.029381580886007296,0.13721171003999189,0.2,0.1,0.001,0.1,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_dropout_wd,dropout_wd,False,True,huber,2,0.24999999999999997,0.10078523129226641,0.24130389144799363,0.4,0.5,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_dropout_lr,dropout_lr,False,True,huber,2,0.2625,0.0472351948913245,0.1450187360169366,0.4,0.1,0.0005,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_wd_lr,wd_lr,False,True,huber,2,0.19270833333333331,0.07483594254493371,0.20386437051153433,0.2,0.5,0.0005,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_all_moderate,all_moderate,False,True,huber,2,0.22777777777777775,0.15444129554331784,0.31583789018138,0.4,0.5,0.0005,0.01,
V2,Astrocytes,geFalse_attnTrue_huber_pca2_all_strong,all_strong,False,True,huber,2,0.3,0.08084246934488125,0.20766690703264126,0.5,1.0,0.0001,0.1,
V2,Astrocytes,geFalse_attnTrue_huber_pca4_baseline,baseline,False,True,huber,4,0.253125,0.13112378948478356,0.2876849347182239,0.2,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca4_higher_dropout,higher_dropout,False,True,huber,4,0.1923611111111111,0.09099430711778467,0.2350123777287081,0.4,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca4_highest_dropout,highest_dropout,False,True,huber,4,0.26979166666666665,0.0686070387401124,0.20196914537033686,0.5,0.1,0.001,0.001,
V2,Astrocytes,geFalse_attnTrue_huber_pca4_higher_weight_decay,higher_weight_decay,False,True,huber,4,0.32499999999999996,0.073876250153304,0.19622370329064628,0.2,0.5,0.001,0.001,
