run,experiment,attention,loss_ptau,pca_components,dropout,weight_decay,lr,lambda_entropy,avg_f1,avg_mse,avg_mae,error
wd_lr_attnFalse_lossmse_pca8,wd_lr,False,mse,8,0.2,0.5,0.0005,0.001,0.3902777777777778,0.4054703040234862,0.3974303907404343,
wd_lr_attnFalse_lossmse_pcaNone,wd_lr,False,mse,,0.2,0.5,0.0005,0.001,0.3267361111111111,0.0748780137079888,0.24733668107849857,
wd_lr_attnFalse_lossmae_pca2,wd_lr,False,mae,2,0.2,0.5,0.0005,0.001,0.23819444444444443,3.3939548884907405,0.8273854612295206,
wd_lr_attnFalse_lossmae_pca4,wd_lr,False,mae,4,0.2,0.5,0.0005,0.001,0.20833333333333331,0.9641642997745237,0.6021515256725252,
wd_lr_attnFalse_lossmae_pca8,wd_lr,False,mae,8,0.2,0.5,0.0005,0.001,0.24999999999999997,0.41034677808086983,0.48428270135385293,
wd_lr_attnFalse_lossmae_pcaNone,wd_lr,False,mae,,0.2,0.5,0.0005,0.001,0.25729166666666664,0.12287471668632557,0.25670037791132927,
all_moderate_attnTrue_losshuber_pca2,all_moderate,True,huber,2,0.4,0.5,0.0005,0.01,0.15590277777777778,0.3595934159470642,0.39088571110429865,
all_moderate_attnTrue_losshuber_pca4,all_moderate,True,huber,4,0.4,0.5,0.0005,0.01,0.24027777777777776,0.3740845327082347,0.4586801426485181,
all_moderate_attnTrue_losshuber_pca8,all_moderate,True,huber,8,0.4,0.5,0.0005,0.01,0.29062499999999997,0.7265234717783722,0.6456000593801339,
all_moderate_attnTrue_losshuber_pcaNone,all_moderate,True,huber,,0.4,0.5,0.0005,0.01,0.3729166666666667,0.11263150391488941,0.27117764813980705,
all_moderate_attnTrue_lossmse_pca2,all_moderate,True,mse,2,0.4,0.5,0.0005,0.01,0.2972222222222222,0.46772068515729914,0.47893610767399275,
all_moderate_attnTrue_lossmse_pca4,all_moderate,True,mse,4,0.4,0.5,0.0005,0.01,0.29583333333333334,0.9779330352756286,0.6248269543672602,
all_moderate_attnTrue_lossmse_pca8,all_moderate,True,mse,8,0.4,0.5,0.0005,0.01,0.3076388888888889,0.09477243293835319,0.24655137288694579,
all_moderate_attnTrue_lossmse_pcaNone,all_moderate,True,mse,,0.4,0.5,0.0005,0.01,0.19444444444444442,0.23671256177640432,0.4049340367006759,
all_moderate_attnTrue_lossmae_pca2,all_moderate,True,mae,2,0.4,0.5,0.0005,0.01,0.2583333333333333,0.45065448699114946,0.5180946095109297,
all_moderate_attnTrue_lossmae_pca4,all_moderate,True,mae,4,0.4,0.5,0.0005,0.01,0.15,0.6513152374994093,0.6460957971091073,
all_moderate_attnTrue_lossmae_pca8,all_moderate,True,mae,8,0.4,0.5,0.0005,0.01,0.19444444444444442,0.6420725918653258,0.5002804224301751,
all_moderate_attnTrue_lossmae_pcaNone,all_moderate,True,mae,,0.4,0.5,0.0005,0.01,0.17187499999999997,0.26252186713584047,0.36605176577965415,
all_moderate_attnFalse_losshuber_pca2,all_moderate,False,huber,2,0.4,0.5,0.0005,0.01,0.29791666666666666,0.24876403876395545,0.39965256730404997,
all_moderate_attnFalse_losshuber_pca4,all_moderate,False,huber,4,0.4,0.5,0.0005,0.01,0.35486111111111107,0.1448650510491959,0.27686267221967376,
all_moderate_attnFalse_losshuber_pca8,all_moderate,False,huber,8,0.4,0.5,0.0005,0.01,0.24895833333333334,0.5828320739915935,0.5196033196213345,
all_moderate_attnFalse_losshuber_pcaNone,all_moderate,False,huber,,0.4,0.5,0.0005,0.01,0.23263888888888887,0.19065717583911834,0.3245426618862742,
all_moderate_attnFalse_lossmse_pca2,all_moderate,False,mse,2,0.4,0.5,0.0005,0.01,0.24861111111111112,0.19626635562556344,0.3702884255520379,
all_moderate_attnFalse_lossmse_pca4,all_moderate,False,mse,4,0.4,0.5,0.0005,0.01,0.25972222222222224,0.7740124177260767,0.6188628281621884,
all_moderate_attnFalse_lossmse_pca8,all_moderate,False,mse,8,0.4,0.5,0.0005,0.01,0.14027777777777778,0.21959726075735186,0.3945537863764912,
all_moderate_attnFalse_lossmse_pcaNone,all_moderate,False,mse,,0.4,0.5,0.0005,0.01,0.3375,0.059050014086936074,0.19140423562688133,
all_moderate_attnFalse_lossmae_pca2,all_moderate,False,mae,2,0.4,0.5,0.0005,0.01,0.2881944444444444,0.2212161925674642,0.3577059218659997,
all_moderate_attnFalse_lossmae_pca4,all_moderate,False,mae,4,0.4,0.5,0.0005,0.01,0.33958333333333335,0.44277073494781993,0.5953722245370348,
all_moderate_attnFalse_lossmae_pca8,all_moderate,False,mae,8,0.4,0.5,0.0005,0.01,0.13402777777777777,0.3430646740130232,0.4212071971657375,
all_moderate_attnFalse_lossmae_pcaNone,all_moderate,False,mae,,0.4,0.5,0.0005,0.01,0.19444444444444442,0.23208399844108235,0.425390581600368,
all_strong_attnTrue_losshuber_pca2,all_strong,True,huber,2,0.5,1.0,0.0001,0.1,0.12499999999999999,0.45013682396083665,0.4702117960744848,
all_strong_attnTrue_losshuber_pca4,all_strong,True,huber,4,0.5,1.0,0.0001,0.1,0.1611111111111111,0.590383728253715,0.4905639213199417,
all_strong_attnTrue_losshuber_pca8,all_strong,True,huber,8,0.5,1.0,0.0001,0.1,0.10069444444444443,0.6836541533235592,0.7025450705550611,
all_strong_attnTrue_losshuber_pcaNone,all_strong,True,huber,,0.5,1.0,0.0001,0.1,0.10416666666666666,0.32657413361536863,0.4432087681101014,
all_strong_attnTrue_lossmse_pca2,all_strong,True,mse,2,0.5,1.0,0.0001,0.1,0.1597222222222222,0.7142857297736978,0.6725715561769903,
all_strong_attnTrue_lossmse_pca4,all_strong,True,mse,4,0.5,1.0,0.0001,0.1,0.16145833333333331,0.9188292440847408,0.8150121714764584,
all_strong_attnTrue_lossmse_pca8,all_strong,True,mse,8,0.5,1.0,0.0001,0.1,0.09375,0.3080319860146221,0.5191478265138963,
all_strong_attnTrue_lossmse_pcaNone,all_strong,True,mse,,0.5,1.0,0.0001,0.1,0.08333333333333333,0.10856358620175488,0.27049168168256676,
all_strong_attnTrue_lossmae_pca2,all_strong,True,mae,2,0.5,1.0,0.0001,0.1,0.1423611111111111,0.9399878871412375,0.662513868145955,
all_strong_attnTrue_lossmae_pca4,all_strong,True,mae,4,0.5,1.0,0.0001,0.1,0.10416666666666666,0.5289454529246183,0.559983549406752,
all_strong_attnTrue_lossmae_pca8,all_strong,True,mae,8,0.5,1.0,0.0001,0.1,0.15277777777777776,0.33985574851477435,0.4554368682244482,
all_strong_attnTrue_lossmae_pcaNone,all_strong,True,mae,,0.5,1.0,0.0001,0.1,0.041666666666666664,0.1523439358576325,0.32803556767854997,
all_strong_attnFalse_losshuber_pca2,all_strong,False,huber,2,0.5,1.0,0.0001,0.1,0.09444444444444444,1.0227836375189865,0.7551349109659593,
all_strong_attnFalse_losshuber_pca4,all_strong,False,huber,4,0.5,1.0,0.0001,0.1,0.18194444444444446,0.964339796893131,0.647022754031544,
all_strong_attnFalse_losshuber_pca8,all_strong,False,huber,8,0.5,1.0,0.0001,0.1,0.10416666666666666,0.23251488740585258,0.41840340414394933,
all_strong_attnFalse_losshuber_pcaNone,all_strong,False,huber,,0.5,1.0,0.0001,0.1,0.08333333333333333,0.33671990095652676,0.40052363090217113,
all_strong_attnFalse_lossmse_pca2,all_strong,False,mse,2,0.5,1.0,0.0001,0.1,0.041666666666666664,0.5473821965475114,0.5673124768072739,
all_strong_attnFalse_lossmse_pca4,all_strong,False,mse,4,0.5,1.0,0.0001,0.1,0.13402777777777777,0.3952712647344868,0.5027927430346608,
all_strong_attnFalse_lossmse_pca8,all_strong,False,mse,8,0.5,1.0,0.0001,0.1,0.23611111111111108,0.23150439595309164,0.32812484291692573,
all_strong_attnFalse_lossmse_pcaNone,all_strong,False,mse,,0.5,1.0,0.0001,0.1,0.18472222222222223,0.09265026371017869,0.25048564552950364,
all_strong_attnFalse_lossmae_pca2,all_strong,False,mae,2,0.5,1.0,0.0001,0.1,0.16666666666666666,0.7514422113475442,0.6035014358349144,
all_strong_attnFalse_lossmae_pca4,all_strong,False,mae,4,0.5,1.0,0.0001,0.1,0.09999999999999999,0.554383088236091,0.551392893306911,
all_strong_attnFalse_lossmae_pca8,all_strong,False,mae,8,0.5,1.0,0.0001,0.1,0.09583333333333333,0.9554200002327464,0.772185574285686,
all_strong_attnFalse_lossmae_pcaNone,all_strong,False,mae,,0.5,1.0,0.0001,0.1,0.1375,0.289978338052243,0.43522192584350705,
