run,experiment,attention,loss_ptau,pca_components,dropout,weight_decay,lr,lambda_entropy,avg_f1,avg_mse,avg_mae,error
wd_lr_attnFalse_lossmse_pca4,wd_lr,False,mse,4,0.2,0.5,0.0005,0.001,0.23263888888888887,2.0205684221167077,0.5727940096985549,
wd_lr_attnFalse_lossmse_pca8,wd_lr,False,mse,8,0.2,0.5,0.0005,0.001,0.2864583333333333,0.5421307643668223,0.4154250063778212,
wd_lr_attnFalse_lossmse_pcaNone,wd_lr,False,mse,,0.2,0.5,0.0005,0.001,0.1909722222222222,0.024216645524725133,0.12744479762235034,
wd_lr_attnFalse_lossmae_pca2,wd_lr,False,mae,2,0.2,0.5,0.0005,0.001,0.31666666666666665,0.39209756293977466,0.3813039811793715,
wd_lr_attnFalse_lossmae_pca4,wd_lr,False,mae,4,0.2,0.5,0.0005,0.001,0.39999999999999997,0.728731703882239,0.5414192121631156,
wd_lr_attnFalse_lossmae_pca8,wd_lr,False,mae,8,0.2,0.5,0.0005,0.001,0.18958333333333333,0.22278120470364357,0.35390395612921566,
wd_lr_attnFalse_lossmae_pcaNone,wd_lr,False,mae,,0.2,0.5,0.0005,0.001,0.30729166666666663,0.08164977886097544,0.23470902144132802,
all_moderate_attnTrue_losshuber_pca2,all_moderate,True,huber,2,0.4,0.5,0.0005,0.01,0.2791666666666667,0.8043294999619701,0.5198172328528017,
all_moderate_attnTrue_losshuber_pca4,all_moderate,True,huber,4,0.4,0.5,0.0005,0.01,0.4052083333333333,0.8870471565909825,0.49518904734092456,
all_moderate_attnTrue_losshuber_pca8,all_moderate,True,huber,8,0.4,0.5,0.0005,0.01,0.28402777777777777,0.5846048034569864,0.5567605419879934,
all_moderate_attnTrue_losshuber_pcaNone,all_moderate,True,huber,,0.4,0.5,0.0005,0.01,0.29166666666666663,0.04077577608846879,0.1645887458580546,
all_moderate_attnTrue_lossmse_pca2,all_moderate,True,mse,2,0.4,0.5,0.0005,0.01,0.22951388888888888,0.2535860403902444,0.3223925210962383,
all_moderate_attnTrue_lossmse_pca4,all_moderate,True,mse,4,0.4,0.5,0.0005,0.01,0.24999999999999997,0.26472610125305507,0.34552432449224096,
all_moderate_attnTrue_lossmse_pca8,all_moderate,True,mse,8,0.4,0.5,0.0005,0.01,0.21562499999999998,0.6774004469466635,0.5561703747759262,
all_moderate_attnTrue_lossmse_pcaNone,all_moderate,True,mse,,0.4,0.5,0.0005,0.01,0.35416666666666663,0.0682051436123049,0.2130240862024948,
all_moderate_attnTrue_lossmae_pca2,all_moderate,True,mae,2,0.4,0.5,0.0005,0.01,0.26041666666666663,0.4808653248529849,0.3950524885828296,
all_moderate_attnTrue_lossmae_pca4,all_moderate,True,mae,4,0.4,0.5,0.0005,0.01,0.19895833333333335,0.5801741871182494,0.4463842232556393,
all_moderate_attnTrue_lossmae_pca8,all_moderate,True,mae,8,0.4,0.5,0.0005,0.01,0.2597222222222222,0.10045456472508421,0.2301086037963008,
all_moderate_attnTrue_lossmae_pcaNone,all_moderate,True,mae,,0.4,0.5,0.0005,0.01,0.30104166666666665,0.11136768319719598,0.23476220323937014,
all_moderate_attnFalse_losshuber_pca2,all_moderate,False,huber,2,0.4,0.5,0.0005,0.01,0.33611111111111114,0.31841209345792876,0.35367869746793684,
all_moderate_attnFalse_losshuber_pca4,all_moderate,False,huber,4,0.4,0.5,0.0005,0.01,0.3715277777777778,0.2649399874369916,0.31467859089995426,
all_moderate_attnFalse_losshuber_pca8,all_moderate,False,huber,8,0.4,0.5,0.0005,0.01,0.13229166666666667,0.2178697490611687,0.3604720282213142,
all_moderate_attnFalse_losshuber_pcaNone,all_moderate,False,huber,,0.4,0.5,0.0005,0.01,0.19791666666666666,0.08581238512595873,0.24648433403732878,
all_moderate_attnFalse_lossmse_pca2,all_moderate,False,mse,2,0.4,0.5,0.0005,0.01,0.2871527777777778,1.597989503770283,0.8028920829237904,
all_moderate_attnFalse_lossmse_pca4,all_moderate,False,mse,4,0.4,0.5,0.0005,0.01,0.25625,1.3783183816095728,0.7809415983501822,
all_moderate_attnFalse_lossmse_pca8,all_moderate,False,mse,8,0.4,0.5,0.0005,0.01,0.43263888888888885,0.17535503180538484,0.26946237008087337,
all_moderate_attnFalse_lossmse_pcaNone,all_moderate,False,mse,,0.4,0.5,0.0005,0.01,0.18333333333333332,0.1436855038341895,0.32516271399799734,
all_moderate_attnFalse_lossmae_pca2,all_moderate,False,mae,2,0.4,0.5,0.0005,0.01,0.23055555555555557,0.35071989229044853,0.4287944250584891,
all_moderate_attnFalse_lossmae_pca4,all_moderate,False,mae,4,0.4,0.5,0.0005,0.01,0.22152777777777777,0.48155738243413815,0.47229922469705343,
all_moderate_attnFalse_lossmae_pca8,all_moderate,False,mae,8,0.4,0.5,0.0005,0.01,0.2833333333333333,0.2305447872818776,0.36270620475988835,
all_moderate_attnFalse_lossmae_pcaNone,all_moderate,False,mae,,0.4,0.5,0.0005,0.01,0.17256944444444444,0.09296932125259826,0.22156490261356035,
all_strong_attnTrue_losshuber_pca2,all_strong,True,huber,2,0.5,1.0,0.0001,0.1,0.15833333333333335,4.759292505908,0.9788164012910177,
all_strong_attnTrue_losshuber_pca4,all_strong,True,huber,4,0.5,1.0,0.0001,0.1,0.15104166666666666,0.2927112342606878,0.4042112660439064,
all_strong_attnTrue_losshuber_pca8,all_strong,True,huber,8,0.5,1.0,0.0001,0.1,0.25555555555555554,0.654597075227651,0.6097090137967218,
all_strong_attnTrue_losshuber_pcaNone,all_strong,True,huber,,0.5,1.0,0.0001,0.1,0.13645833333333332,0.29537911694081215,0.47714079862150055,
all_strong_attnTrue_lossmse_pca2,all_strong,True,mse,2,0.5,1.0,0.0001,0.1,0.125,2.0218848703437837,0.8697700522995244,
all_strong_attnTrue_lossmse_pca4,all_strong,True,mse,4,0.5,1.0,0.0001,0.1,0.0,0.4068624478349974,0.5284554736378292,
all_strong_attnTrue_lossmse_pca8,all_strong,True,mse,8,0.5,1.0,0.0001,0.1,0.16041666666666665,0.53719710901092,0.5743901589885354,
all_strong_attnTrue_lossmse_pcaNone,all_strong,True,mse,,0.5,1.0,0.0001,0.1,0.10833333333333334,0.16921673114611618,0.3625936787963534,
all_strong_attnTrue_lossmae_pca2,all_strong,True,mae,2,0.5,1.0,0.0001,0.1,0.13194444444444442,1.4544681943156246,0.7588733070879243,
all_strong_attnTrue_lossmae_pca4,all_strong,True,mae,4,0.5,1.0,0.0001,0.1,0.046875,2.3018893239485227,0.959242299431935,
all_strong_attnTrue_lossmae_pca8,all_strong,True,mae,8,0.5,1.0,0.0001,0.1,0.13229166666666667,0.945484738498064,0.6885051265514145,
all_strong_attnTrue_lossmae_pcaNone,all_strong,True,mae,,0.5,1.0,0.0001,0.1,0.0125,0.1380021029166293,0.332882237698262,
all_strong_attnFalse_losshuber_pca2,all_strong,False,huber,2,0.5,1.0,0.0001,0.1,0.12638888888888888,3.1959818028343974,0.7576383263027916,
all_strong_attnFalse_losshuber_pca4,all_strong,False,huber,4,0.5,1.0,0.0001,0.1,0.24722222222222218,1.1315495373954527,0.6073443772814546,
all_strong_attnFalse_losshuber_pca8,all_strong,False,huber,8,0.5,1.0,0.0001,0.1,0.19965277777777776,0.3837159230367907,0.4583914791389058,
all_strong_attnFalse_losshuber_pcaNone,all_strong,False,huber,,0.5,1.0,0.0001,0.1,0.16284722222222223,0.1736440837665807,0.33817661778690916,
all_strong_attnFalse_lossmse_pca2,all_strong,False,mse,2,0.5,1.0,0.0001,0.1,0.11458333333333333,2.609999850476642,1.1439809567915897,
all_strong_attnFalse_lossmse_pca4,all_strong,False,mse,4,0.5,1.0,0.0001,0.1,0.22013888888888888,0.1817800960073605,0.3617101927908758,
all_strong_attnFalse_lossmse_pca8,all_strong,False,mse,8,0.5,1.0,0.0001,0.1,0.16319444444444442,0.7502450966237124,0.6520219967933372,
all_strong_attnFalse_lossmse_pcaNone,all_strong,False,mse,,0.5,1.0,0.0001,0.1,0.09583333333333333,0.08995132867142187,0.24633526111332077,
all_strong_attnFalse_lossmae_pca2,all_strong,False,mae,2,0.5,1.0,0.0001,0.1,0.057291666666666664,1.2209916929084743,0.7626533516061803,
all_strong_attnFalse_lossmae_pca4,all_strong,False,mae,4,0.5,1.0,0.0001,0.1,0.4055555555555555,0.2858131914598552,0.3894797970230381,
all_strong_attnFalse_lossmae_pca8,all_strong,False,mae,8,0.5,1.0,0.0001,0.1,0.20937499999999998,0.7632323190936309,0.6295370443258435,
all_strong_attnFalse_lossmae_pcaNone,all_strong,False,mae,,0.5,1.0,0.0001,0.1,0.18854166666666666,0.1358095505471346,0.33123593678465113,
