region,cell_type,run,experiment,gene_encoder,attention,pca_components,avg_f1,avg_mse,avg_mae,dropout,weight_decay,lr,lambda_entropy,error
PFC,Microglia,geFalse_attnTrue_pca8_highest_dropout,highest_dropout,False,True,8,0.31875,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_higher_weight_decay,higher_weight_decay,False,True,8,0.23055555555555554,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_highest_weight_decay,highest_weight_decay,False,True,8,0.2777777777777778,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_lower_lr,lower_lr,False,True,8,0.35763888888888884,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_lowest_lr,lowest_lr,False,True,8,0.17222222222222222,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_higher_lambda_entropy,higher_lambda_entropy,False,True,8,0.3222222222222222,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnTrue_pca8_highest_lambda_entropy,highest_lambda_entropy,False,True,8,0.3472222222222222,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnTrue_pca8_dropout_wd,dropout_wd,False,True,8,0.2875,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_dropout_lr,dropout_lr,False,True,8,0.15416666666666667,0.0,0.0,0.4,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_wd_lr,wd_lr,False,True,8,0.18888888888888888,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca8_all_moderate,all_moderate,False,True,8,0.16874999999999998,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnTrue_pca8_all_strong,all_strong,False,True,8,0.18124999999999997,0.0,0.0,0.5,1.0,0.0001,0.1,
PFC,Microglia,geFalse_attnTrue_pca16_baseline,baseline,False,True,16,0.21388888888888888,0.0,0.0,0.2,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_higher_dropout,higher_dropout,False,True,16,0.26666666666666666,0.0,0.0,0.4,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_highest_dropout,highest_dropout,False,True,16,0.35208333333333336,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_higher_weight_decay,higher_weight_decay,False,True,16,0.16180555555555554,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_highest_weight_decay,highest_weight_decay,False,True,16,0.14305555555555555,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_lower_lr,lower_lr,False,True,16,0.22847222222222222,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_lowest_lr,lowest_lr,False,True,16,0.18819444444444444,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_higher_lambda_entropy,higher_lambda_entropy,False,True,16,0.2583333333333333,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnTrue_pca16_highest_lambda_entropy,highest_lambda_entropy,False,True,16,0.33124999999999993,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnTrue_pca16_dropout_wd,dropout_wd,False,True,16,0.28680555555555554,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_dropout_lr,dropout_lr,False,True,16,0.34930555555555554,0.0,0.0,0.4,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_wd_lr,wd_lr,False,True,16,0.2375,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnTrue_pca16_all_moderate,all_moderate,False,True,16,0.10972222222222221,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnTrue_pca16_all_strong,all_strong,False,True,16,0.1395833333333333,0.0,0.0,0.5,1.0,0.0001,0.1,
PFC,Microglia,geFalse_attnFalse_pca2_baseline,baseline,False,False,2,0.34444444444444444,0.0,0.0,0.2,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_higher_dropout,higher_dropout,False,False,2,0.3,0.0,0.0,0.4,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_highest_dropout,highest_dropout,False,False,2,0.23680555555555555,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_higher_weight_decay,higher_weight_decay,False,False,2,0.28888888888888886,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_highest_weight_decay,highest_weight_decay,False,False,2,0.33194444444444443,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_lower_lr,lower_lr,False,False,2,0.15000000000000002,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_lowest_lr,lowest_lr,False,False,2,0.11180555555555555,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_higher_lambda_entropy,higher_lambda_entropy,False,False,2,0.2034722222222222,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnFalse_pca2_highest_lambda_entropy,highest_lambda_entropy,False,False,2,0.28125,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnFalse_pca2_dropout_wd,dropout_wd,False,False,2,0.2270833333333333,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_dropout_lr,dropout_lr,False,False,2,0.28888888888888886,0.0,0.0,0.4,0.1,0.0005,0.001,
